taxon_name,common name,status,jepson id,calrecnum,inat id,cch2_id,fna,calscape_cn,life_cycle,flower_color,bloom_start,bloom_end,RPI ID,CRPR,CESA,FESA,SRank,GRank
Abronia latifolia,yellow sand verbena,N,11552,13,52618,111335,true,Sand Verbena
Abronia umbellata var. umbellata,beach sand verbena,N,75287,10748,53800,129214,true,Pink Sand Verbena
Abutilon theophrasti,velvet-leaf,X,11605,26,60214,8869,true
Acacia baileyana,Cootamundra wattle,X,11625,27,55345,8895
Acacia cyclops,,X,11632,28,75249,8928
Acacia dealbata,silver wattle,X,11633,29,53343,8930
Acacia longifolia,golden wattle,X,11642,34,63379,8990
Acacia melanoxylon,blackwood acacia,X,11646,36,53344,8999
Acacia paradoxa,kangaroothorn,X,11654,37,75251,9021
Acacia redolens,,X,11661,8999,75254,9039
Acacia retinodes,everblooming acacia,X,11662,39,57040,9041
Acacia verticillata,star acacia,X,11680,40,57037,9092
Acaena californica,California sheepburr,N,11685,14543,61224,9107
Acanthomintha lanceolata,Santa Clara thornmint,N,11726,50,61794,62120,,Santa Clara Thornmint,,,,,71,4.2,,,S4,G4
Acer campestre,hedge maple,X,11732,8451,56193,9166
Acer macrophyllum,big-leaf maple,N,11746,59,48227,9183,,Big Leaf Maple
Acer negundo,box elder,N,11747,9644,47726,9184,,Box Elder
Achillea millefolium,yarrow,N,678,61,52821,201801,true,Common Yarrow,,white
Achyrachaena mollis,blow-wives,N,703,85,56852,201807,true,Blow Wives
Acmispon americanus var. americanus,Spanish-clover,N,91832,11269,57053,44261,,Spanish Lotus,,"white,pink",5,10
Acmispon brachycarpus,woolly trefoil,N,91705,11276,57047,201825,,Foothill Deervetch
Acmispon denticulatus,meadow trefoil,N,91708,11279,60194,9219,,Riverbar Birdsfoot Trefoil
Acmispon glaber var. glaber,California broom,N,91825,11282,58900,222157,,Common Deerweed,,yellow,3,8
Acmispon junceus var. biolettii,,N,91830,11290,80314,44280,,Bioletti's Rush Lotus,,yellow,4,7
Acmispon junceus var. junceus,,N,91831,11291,80315,44281,,Rush Broom,,yellow,4,7
Acmispon parviflorus,least trefoil,N,91717,11299,57048,9234,,Smallflower Lotus
Acmispon strigosus,,N,91722,11305,75281,9239,,Hairy Lotus
Acmispon wrangelianus,common trefoil,N,82483,11306,57050,9241,,Chilean Bird's-foot Trefoil
Actaea rubra,baneberry,N,11894,93,49870,9288,true,Red Baneberry
Adelinia grandis,hound's tongue,N,101954,14544,1520640,377319,,Western Houndstongue,,blue
Adenocaulon bicolor,American trailplant,N,721,94,56854,201836,true,American Trailplant
Adenostoma fasciculatum,chamise,N,11939,97,47146,9328,true,Chamise
Adiantum aleuticum,five-finger fern,N,11945,100,52667,196920,true,Five Finger Fern
Adiantum jordanii,California maidenhair,N,11955,102,56032,196934,true,California Maiden Hair Fern
Aegilops triuncialis,barbed goatgrass,X,11997,107,60272,134011,true
Aesculus californica,California buckeye,N,12026,111,53348,9383,,California Buckeye,,white
Ageratina adenophora,,X,735,117,64114,201878,true
Agoseris apargioides var. apargioides,,N,6310,122,58797,201889,true,Coast Dandelion
Agoseris grandiflora var. grandiflora,big mountain dandelion,N,79217,10490,80331,201900,true,Giant Mountain Dandelion,perennial,yellow,4,7
Agoseris heterophylla var. cryptopleura,mountain dandelion,N,6324,10758,80333,206485,true,,annual,yellow,5,6
Agoseris heterophylla var. heterophylla,annual false dandelion,N,6323,9654,56859,206486,true,,annual,yellow,5,6
Agoseris heterophylla,,N,794,132,56856,201901,true,Annual Agoseris
Agoseris hirsuta,Coast Range agoseris,N,777,,,,true,,perennial,yellow,4,6
Agoseris retrorsa,spearleaf agoseris,N,797,133,57908,201902,true,Spearleaf Agoseris,perennial,yellow,4,8
Agrostis avenacea,blown grass,X,12268,138,288066,134238,Lachnagrostis filiformis
Agrostis capillaris,colonial bent,X,12276,140,75312,134268,true
Agrostis exarata,spike redtop,N,12284,143,59088,134320,true,Spike Bentgrass
Agrostis hallii,Hall's bent grass,N,12290,146,57155,134358,true,Hall's Bentgrass
Agrostis microphylla,,N,12307,151,60277,134435,true,Small-leaf Bent Grass
Agrostis pallens,seashore bentgrass,N,12310,153,52692,134465,true,Thingrass
Agrostis stolonifera,creeping bentgrass,X,12321,156,69931,134562,true
Ailanthus altissima,tree of heaven,X,12354,161,57278,9460
Aira caryophyllea,silver hairgrass,X,12357,162,52694,134645,true
Aira elegans,,X,12358,11316,75321,134657,Aira caryophyllea var. capillaris
Alisma lanceolatum,water plantain,X,12461,169,71065,201916,true
Alisma triviale,water plantain,N,12464,9659,61167,201914,true,Water Plantain
Allenrolfea occidentalis,iodine bush,N,12469,171,58109,111472,true,Iodine Bush
Allium acuminatum,taper tipped onion,N,12504,174,59782,201921,true,Taper Tipped Onion
Allium amplectens,,N,12506,175,60267,201922,true,Narrow Leaved Onion
Allium bolanderi var. bolanderi,Bolander's onion,N,53763,182,80339,211597,true,Bolander's Onion
Allium crispum,crinkled onion,N,12555,187,58351,201933,true,Crinkled Onion
Allium diabolense,serpentine onion,N,76528,189,75342,201937,true,Diablo Onion,,white,4,6
Allium falcifolium,sickle-leaved onion,N,12566,191,47356,201941,true,Scytheleaf Onion
Allium neapolitanum,white garlic,X,12605,214,61475,201959,true
Allium paniculatum var. paniculatum,,X,76535,219,75355,241440,true
Allium peninsulare var. peninsulare,Mexicali onion,N,53816,225,80351,201966,true,Penisula Onion
Allium serra,jeweled onion,N,12640,232,59784,207991,true,Jeweled Onion
Allium sharsmithiae,Sharsmith's onion,N,76536,233,75364,231723,true,Sharsmith's Onion,,,,,83,1B.3,,,S2,G2
Allium triquetrum,three-cornered leek,X,12655,238,55505,201971,true
Allium unifolium,one leaf onion,N,12657,240,59781,201972,true,One Leaf Onion
Allophyllum divaricatum,purple false gilia,N,12696,244,56738,62706,,Purple False Gilyflower
Allophyllum gilioides subsp. gilioides,dense false gilia,N,49079,246,58962,94899
Allophyllum gilioides subsp. violaceum,,N,49080,247,58963,201976,,Dense False Gilyflower
Alnus rhombifolia,white alder,N,12722,252,53351,9639,true,White Alder
Alnus rubra,red alder,N,12723,253,56034,9640,true,Red Alder
Alopecurus myosuroides,slender meadow foxtail,X,12751,261,75383,134798,true
Alopecurus saccatus,Pacific foxtail,N,12755,263,58364,134815,true,Pacific Foxtail
Amaranthus albus,pigweed,X,12892,271,57893,111588,true
Amaranthus blitoides,tumbleweed amaranth,N,12900,273,58774,111597,true,Procumbent Pigweed
Amaranthus californicus,California amaranth,N,12907,274,58775,111602,true,Californian Amaranth
Amaranthus deflexus,,X,12917,277,75393,111610,true
Amaranthus hybridus,,X,12924,280,75395,111619,true
Amaranthus palmeri,,N,12933,281,75397,111629,true,Palmer's Amaranth
Amaranthus powellii,,N,12936,282,75398,111633,true,Powell's Amaranth
Amaranthus retroflexus,rough pigweed,X,12941,283,58776,111637,true
Amaryllis belladonna,naked-lady,X,12964,8632,61827,201987
Ambrosia chamissonis,beach-bur,N,812,292,71135,202002,true,Beach Bur
Ambrosia psilostachya,western ragweed,N,12969,298,60129,202010,true,Western Ragweed
Amelanchier utahensis,service-berry,N,13008,304,61099,9742,true,Service Berry
Ammannia coccinea,,N,13031,306,60210,9763,true,Valley Redstem
Amsinckia douglasiana,,N,13126,321,58047,202025,,Douglas' Fiddleneck,,,,,3270,4.2,,,S4,G4
Amsinckia eastwoodiae,,N,13127,322,75422,202026,,Eastwood's Fiddleneck
Amsinckia grandiflora,large-flowered fiddleneck,N,13130,323,75424,202030,,Large-flowered Fiddleneck,,,,,4,1B.1,CE,FE,S1,G1
Amsinckia intermedia,fiddleneck,N,13131,11324,49141,202031,,Common Fiddleneck
Amsinckia lunaris,bent-flower fiddleneck,N,13139,324,75425,202032,,Bent Flowered Fiddleneck,,,,,5,1B.2,,,S3,G3
Amsinckia lycopsoides,,N,13140,325,58048,202033,,Bugloss-flowered Fiddleneck
Amsinckia menziesii,rancher's fireweed,N,13145,326,55436,202034,,Menzies' Fiddleneck,annual,orange
Amsinckia retrorsa,rigid fiddleneck,N,13147,11325,58049,202037,,Rigid Fiddleneck,annual,yellow,2,5
Amsinckia tessellata var. gloriosa,,N,77019,333,80365,202042,,Carrizo Fiddleneck
Amsinckia tessellata var. tessellata,devil's lettuce,N,77020,334,58852,202043,,Desert Fiddleneck
Amsinckia vernicosa,,N,13155,335,58051,202027,,Green Fiddleneck
